Name KA;Bundesland;Rechtswert;Hochwert;Koordinatensystem;Ausbaugröße;Jahresabwassermenge [m^3/a];Abwassereinigung;pl_n_tech;pl_p_tech;pl_uv;pl_chlorination;pl_ozonation;pl_sand_filtration;pl_micro_filtration;pl_other;pl_other_comment;N-Ablauffracht [kg/a];P-Ablauffracht [kg/a];Einleitgewässer;Flusseinzugsgebiet;Flussgebietseinheit;lat;long
Niederkrüchten-Overhetfeld;NW;2510420;5677720;GAUSS_KRUEGER_3GS;25000;1675106;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);10261;502;Schwalm;Maas;Maas;51.23427706;6.14856485
Eilendorf;NW;2510551;5628607;GAUSS_KRUEGER_3GS;87000;5610821;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);28267;736;Haarbach;Maas;Maas;50.79280067;6.14901407
Dremmen (1);NW;2511189;5657202;GAUSS_KRUEGER_3GS;11000;1292626;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);4028;459;Wurm;Maas;Maas;51.04983167;6.15893799
Kleve-Salmorth;NW;2511246;5744820;GAUSS_KRUEGER_3GS;165000;6068016;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);35694;3794;Rhein;Rhein;Rhein;51.83736528;6.16253418
Würselen-Euchen;NW;2511639;5634888;GAUSS_KRUEGER_3GS;40000;3041986;weitergehende Beh.;1;1;0;0;0;0;0;1;Fließbettreaktor;6633;746;Euchener Bach;Maas;Maas;50.84924136;6.1646433
Hückelhoven-Ratheim;NW;2511863;5658892;GAUSS_KRUEGER_3GS;95000;3298021;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);52746;857;Mühlenbach Ratheim;Maas;Maas;51.0650093;6.16860517
Flahstrass;NW;2512402;5652271;GAUSS_KRUEGER_3GS;70000;2764240;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);26133;1953;Wurm;Maas;Maas;51.00548252;6.17606785
Arsbeck;NW;2512750;5668149;GAUSS_KRUEGER_3GS;30000;745304;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);7416;187;Rothenbach;Maas;Maas;51.14819939;6.18158559
Brüggen;NW;2512750;5678050;GAUSS_KRUEGER_3GS;16500;579470;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);4712;515;Mühlenbruchgraben;Maas;Maas;51.237196;6.18193703
Aachen-Süd;NW;2513183;5623817;GAUSS_KRUEGER_3GS;36335;5017038;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);46897;2292;Inde;Maas;Maas;50.74968834;6.18617103
Irsental GKA;RP;2514046;5547177;GAUSS_KRUEGER_3GS;2775;263000;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);2340;340;Irsen;Rhein;Rhein;50.06068569;6.19553775
Roetgen;NW;2514541;5613443;GAUSS_KRUEGER_3GS;7050;1804785;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3630;429;Vichtbach;Maas;Maas;50.65640008;6.20500522
Kalterherberg;NW;2514789;5598747;GAUSS_KRUEGER_3GS;5000;737648;weitergehende Beh.;1;1;1;0;0;0;0;0;(null);5339;130;Rur;Maas;Maas;50.52428324;6.20792816
Bettendorf;NW;2514948;5639294;GAUSS_KRUEGER_3GS;50000;2281278;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);13716;459;Freialdenhovener Fließ;Maas;Maas;50.8887717;6.21180927
Setterich;NW;2515107;5644001;GAUSS_KRUEGER_3GS;50000;2174690;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);16707;837;Gereonsweiler Fließ;Maas;Maas;50.93107909;6.21426348
Geldern-Walbeck;NW;2515250;5706370;GAUSS_KRUEGER_3GS;5900;427136;weitergehende Beh.;1;0;0;0;0;0;0;1;Bodenfilter;1926;2410;Niers;Maas;Maas;51.49168525;6.2189478
Mulartshuette;NW;2515986;5618352;GAUSS_KRUEGER_3GS;3500;360706;weitergehende Beh.;0;0;0;0;0;0;0;1;nachg. Bio. Reinigungsstuffe;2011;555;Vichtbach;Maas;Maas;50.70049135;6.22565129
Kevelaer-Weeze;NW;2516139;5719082;GAUSS_KRUEGER_3GS;49000;2556893;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);26688;962;Niers;Maas;Maas;51.60591672;6.23233078
Siersdorf;NW;2516222;5642287;GAUSS_KRUEGER_3GS;10000;398602;weitergehende Beh.;0;0;0;0;0;0;0;1;nachg. Bio. Reinigungsstuffe;1195;1074;Freialdenhovener Fließ;Maas;Maas;50.91564166;6.23004758
Steinfurt;NW;2516318;5629131;GAUSS_KRUEGER_3GS;120000;19620000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);85151;1896;Inde;Maas;Maas;50.79737773;6.23082733
Schwalmtal-Amern;NW;2516750;5677930;GAUSS_KRUEGER_3GS;38000;1676596;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);6951;453;Kranenbach;Maas;Maas;51.23601401;6.23920595
Herongen;NW;2516929;5695049;GAUSS_KRUEGER_3GS;50000;471303;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2526;151;Amandusbach;Maas;Maas;51.38988167;6.24258116
Nette;NW;2517293;5686175;GAUSS_KRUEGER_3GS;86000;4391387;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);28576;560;Nette;Maas;Maas;51.3101079;6.24737944
Konzen;NW;2517519;5605568;GAUSS_KRUEGER_3GS;9700;1903318;weitergehende Beh.;1;1;1;0;0;0;0;0;(null);7350;248;Laufenbach;Maas;Maas;50.58552585;6.24674633
Uedem;NW;2517870;5725674;GAUSS_KRUEGER_3GS;8550;570965;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);5640;159;Uedemer Graben;Maas;Maas;51.66511288;6.2576529
Monschau;NW;2518497;5602194;GAUSS_KRUEGER_3GS;19000;1076870;weitergehende Beh.;1;1;1;0;0;0;0;0;(null);21875;107;Rur;Maas;Maas;50.55516499;6.26038815
Kevelaer-Kervenheim;NW;2518692;5721860;GAUSS_KRUEGER_3GS;2000;116782;weitergehende Beh.;0;1;0;0;0;0;0;0;(null);1026;61;Kervenheimer Mühlenfleuth;Maas;Maas;51.63080627;6.26932961
Emmerich;NW;2518822;5743626;GAUSS_KRUEGER_3GS;195000;5849795;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);15472;2871;Rhein;Rhein;Rhein;51.82643005;6.27238335
Linnich;NW;2518947;5650524;GAUSS_KRUEGER_3GS;29783;1208977;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);6138;1144;Rur;Maas;Maas;50.98960065;6.26922453
Wegberg-Mitte;NW;2519272;5668641;GAUSS_KRUEGER_3GS;46790;2897149;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);37648;326;Schwalm;Maas;Maas;51.1524394;6.27481823
Straelen;NW;2519580;5702170;GAUSS_KRUEGER_3GS;12820;949844;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);4100;252;N.N.;Maas;Maas;51.45380164;6.28105924
Bleialf GKA;RP;2519881;5566143;GAUSS_KRUEGER_3GS;2200;254000;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);2230;380;Alfbach;Rhein;Rhein;50.23102766;6.27801318
Gaytal GKA (Niedersgegen);RP;2520150;5529400;GAUSS_KRUEGER_3GS;3200;582000;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);9720;1690;Gaybach;Rhein;Rhein;49.90068766;6.27985258
Dülken;NW;2520400;5680300;GAUSS_KRUEGER_3GS;72000;2379260;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);9963;649;Nette;Maas;Maas;51.25719798;6.29160239
Aldenhoven;NW;2520496;5641071;GAUSS_KRUEGER_3GS;18000;910377;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);9883;711;Merzbach;Maas;Maas;50.90457527;6.29075426
Simmerath;NW;2520869;5610247;GAUSS_KRUEGER_3GS;14000;2117911;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);4702;453;Kall;Maas;Maas;50.62747759;6.29431081
Erkelenz-Mitte;NW;2521714;5662286;GAUSS_KRUEGER_3GS;48000;3277934;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);62294;1439;Beeckbach;Maas;Maas;51.09522893;6.30933753
Geldern;NW;2521768;5712060;GAUSS_KRUEGER_3GS;135000;3261770;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);25565;1530;Niers;Maas;Maas;51.54261384;6.31314616
Neuerburg (neu);RP;2521967;5540696;GAUSS_KRUEGER_3GS;4300;371000;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);1340;850;Enz;Rhein;Rhein;50.0021802;6.30578647
Wachtendonk;NW;2522610;5697000;GAUSS_KRUEGER_3GS;14000;341373;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);4675;307;N.N.;Maas;Maas;51.40721988;6.32431952
Eschweiler-Weisweiler-ZKA;NW;2523665;5633035;GAUSS_KRUEGER_3GS;160000;8296511;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);61200;3597;Inde;Maas;Maas;50.83221839;6.33528641
Kalkar-Hönnepel;NW;2523713;5735515;GAUSS_KRUEGER_3GS;74000;2773155;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);17653;2207;Rhein;Rhein;Rhein;51.75334512;6.34277096
Jülich;NW;2524200;5644215;GAUSS_KRUEGER_3GS;90000;3921455;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);30735;2343;Rur;Maas;Maas;50.93269319;6.34361962
Mettendorf GKA;RP;2524220;5534000;GAUSS_KRUEGER_3GS;3660;339000;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);4240;750;Enz;Rhein;Rhein;49.94189331;6.33679124
Grefrath;NW;2524711;5690225;GAUSS_KRUEGER_3GS;142600;7084062;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);40928;2105;Niers;Maas;Maas;51.34623694;6.35404306
Sonsbeck;NW;2525019;5719503;GAUSS_KRUEGER_3GS;5250;416263;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1491;152;Kervenheimer Mühlenfleuth;Maas;Maas;51.60937603;6.36053628
Kueckhoven;NW;2525128;5659600;GAUSS_KRUEGER_3GS;2500;195916;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);1159;421;Kückhover Fließ;Maas;Maas;51.07094598;6.35788439
Oberes Prümtal GKA (Watzerath);RP;2525155;5560601;GAUSS_KRUEGER_3GS;19000;1661000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);13900;1260;Prüm;Rhein;Rhein;50.18100449;6.35156153
Kapellen;NW;2525263;5714812;GAUSS_KRUEGER_3GS;2300;182485;weitergehende Beh.;0;1;0;0;0;0;0;0;(null);7010;243;Issumer Fleuth;Maas;Maas;51.56720296;6.36372102
Hompesch;NW;2525270;5649439;GAUSS_KRUEGER_3GS;7000;515706;weitergehende Beh.;0;1;0;0;0;0;0;0;(null);1038;207;Malefinkbach;Maas;Maas;50.97960503;6.35920254
Landwehrbach(Kerken);NW;2525430;5702110;GAUSS_KRUEGER_3GS;29000;805584;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);4885;448;Landwehr;Maas;Maas;51.45302984;6.36521382
Langerwehe;NW;2526014;5632012;GAUSS_KRUEGER_3GS;15000;1015360;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);11424;405;Wehebach;Maas;Maas;50.82292188;6.36855605
Waxweiler ZKA;RP;2526283;5550229;GAUSS_KRUEGER_3GS;4000;261000;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);1150;340;Prüm;Rhein;Rhein;50.08771003;6.36663997
Labbeck;NW;2526340;5724678;GAUSS_KRUEGER_3GS;2029;69410;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);5325;33;Hohe Ley;Rhein;Rhein;51.65582773;6.3799943
Einruhr;NW;2527338;5606316;GAUSS_KRUEGER_3GS;2800;256912;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2517;75;Rur;Maas;Maas;50.59187316;6.38544412
Schophoven;NW;2527589;5638754;GAUSS_KRUEGER_3GS;3000;499396;weitergehende Beh.;0;0;0;0;0;0;0;1;nachg. Bio. Reinigungsstuffe;3163;32;Rur;Maas;Maas;50.88345281;6.3914148
Woffelsbach;NW;2527615;5610849;GAUSS_KRUEGER_3GS;6200;360446;weitergehende Beh.;1;1;0;0;0;0;0;1;Membranbiologie;10526;195;Rur;Maas;Maas;50.63260906;6.38969275
Xanten-Vynen;NW;2528222;5730992;GAUSS_KRUEGER_3GS;4989;260435;weitergehende Beh.;0;1;0;0;0;0;0;1;Nachklärteich;2990;75;Rhein;Rhein;Rhein;51.71248483;6.40769927
Krauthausen;NW;2529144;5638340;GAUSS_KRUEGER_3GS;10000;855628;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);8380;866;Rur;Maas;Maas;50.8796551;6.41347787
Hürtgenwald-Gey;NW;2529673;5624653;GAUSS_KRUEGER_3GS;4000;499396;weitergehende Beh.;0;1;0;0;0;0;0;0;(null);1147;160;Birgeler Bach;Maas;Maas;50.75659553;6.41988812
Schmidt;NW;2530188;5615385;GAUSS_KRUEGER_3GS;6000;243632;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);475;30;Sollerbach;Maas;Maas;50.67325714;6.42642862
Oberweis GKA;RP;2530260;5535496;GAUSS_KRUEGER_3GS;4700;261000;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);1640;780;Prüm;Rhein;Rhein;49.95506797;6.42105058
Wincheringen GKA;RP;2530300;5497720;GAUSS_KRUEGER_3GS;4000;391000;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);2070;430;Mosel;Rhein;Rhein;49.61543742;6.41866862
Rees-Haffen;NW;2530443;5733485;GAUSS_KRUEGER_3GS;3300;247717;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3683;1161;Bislicher Ley;Rhein;Rhein;51.73477484;6.44005031
Isselburg;NW;2530602;5745185;GAUSS_KRUEGER_3GS;14000;806119;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);12162;1170;Issel;Rhein;Rhein;51.83992027;6.44338357
Hambach;NW;2530663;5640774;GAUSS_KRUEGER_3GS;12000;1170652;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);8261;608;Ellebach;Maas;Maas;50.90145545;6.43526464
Welldorf-Guesten;NW;2530747;5647008;GAUSS_KRUEGER_3GS;3000;154651;weitergehende Beh.;0;0;0;0;0;0;0;1;nachg. Bio. Reinigungsstuffe;5011;350;Finkelbach;Rhein;Rhein;50.95748713;6.4369842
Düren;NW;2531157;5634026;GAUSS_KRUEGER_3GS;461500;22670000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);79982;2775;Rur;Maas;Maas;50.84077199;6.44171263
Nittel;RP;2531801;5501647;GAUSS_KRUEGER_3GS;3880;148000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1180;340;Mosel;Rhein;Rhein;49.65066721;6.43975664
Am Erzberg GKA (Wiersdorf);RP;2531874;5541180;GAUSS_KRUEGER_3GS;2800;191000;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);800;530;Prüm;Rhein;Rhein;50.00608489;6.44401138
Mönchengladbach GWK I;NW;2532466;5678796;GAUSS_KRUEGER_3GS;750000;44010000;weitergehende Beh.;1;1;0;0;0;0;0;1;Nierssee . V=1800000 cbm;240012;11777;Niers;Maas;Maas;51.24312039;6.46430593
Xanten-Lüttingen;NW;2532659;5726003;GAUSS_KRUEGER_3GS;22000;1376760;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);10304;1126;Rhein;Rhein;Rhein;51.66740469;6.47142635
Oberes Nimstal GKA (Schönecken);RP;2532952;5557225;GAUSS_KRUEGER_3GS;5800;636000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);4900;300;Nims;Rhein;Rhein;50.15027258;6.46042863
Irrel;RP;2533032;5522972;GAUSS_KRUEGER_3GS;4000;212000;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);3650;380;Prüm;Rhein;Rhein;49.84232576;6.45860762
Heimbach;NW;2533193;5611896;GAUSS_KRUEGER_3GS;11000;504186;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2026;333;Rur;Maas;Maas;50.64173032;6.46862477
Rheurdt;NW;2533247;5704086;GAUSS_KRUEGER_3GS;2700;173787;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);937;158;Nenneper Fleuth;Maas;Maas;51.47038497;6.47785243
Hausen-Blens;NW;2533249;5613818;GAUSS_KRUEGER_3GS;2500;97622;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);550;8;Rur;Maas;Maas;50.65900448;6.46958882
Schleiden-Gemünd;NW;2533506;5604515;GAUSS_KRUEGER_3GS;23000;1231449;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);11524;133;Urft;Maas;Maas;50.57536241;6.47238398
Roedingen;NW;2533703;5647199;GAUSS_KRUEGER_3GS;3000;179613;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);958;38;Finkelbach;Rhein;Rhein;50.95903874;6.47907209
Rheurdt Schaephuysen;NW;2534098;5701039;GAUSS_KRUEGER_3GS;2500;88773;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);716;34;Nenneper Fleuth;Maas;Maas;51.44294809;6.4898056
Untere Nims GKA (Messerich);RP;2534204;5532421;GAUSS_KRUEGER_3GS;3045;229000;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);1050;660;Nims;Rhein;Rhein;49.92721023;6.47573562
Weinsheim (Industriegebiet);RP;2534344;5565443;GAUSS_KRUEGER_3GS;2600;310000;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);4670;540;Nims;Rhein;Rhein;50.22407283;6.48064549
Schleiden;NW;2534837;5600426;GAUSS_KRUEGER_3GS;32000;3493661;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);32197;347;Olef;Maas;Maas;50.53852727;6.49079102
Tönisberg;NW;2534970;5698520;GAUSS_KRUEGER_3GS;6400;165934;weitergehende Beh.;0;1;0;0;0;0;0;0;(null);647;78;Nenneper Fleuth;Maas;Maas;51.42025427;6.50209847
Bitburg St. Stahl;RP;2535500;5535933;GAUSS_KRUEGER_3GS;7100;410000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1640;780;Nims;Rhein;Rhein;49.95870861;6.49410737
Kronenburg;NW;2535671;5580717;GAUSS_KRUEGER_3GS;8000;1126734;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1723;149;Kyll;Rhein;Rhein;50.36130344;6.50068008
Bitburg-Nord GKA ( Nattenheim );RP;2536155;5542867;GAUSS_KRUEGER_3GS;3285;149000;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);590;520;Nims;Rhein;Rhein;50.0210073;6.50388644
Kamp-Lintfort;NW;2536595;5707797;GAUSS_KRUEGER_3GS;75000;2411057;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);19296;1359;Große Goorley;Rhein;Rhein;51.50353222;6.52641796
Bocholt-Mussum;NW;2537110;5742578;GAUSS_KRUEGER_3GS;225000;9099317;weitergehende Beh.;1;1;0;0;0;0;0;1;Bio-P;35709;1755;Alte Aa;Rhein;Rhein;51.81609568;6.53752563
KA WEITEN;SL;2537970;5488154;GAUSS_KRUEGER_3GS;3000;294124;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);2798;597;SCHENKELBACH;Rhein;Rhein;49.5289988;6.52387865
KA ORSCHOLZ;SL;2538923;5484986;GAUSS_KRUEGER_3GS;6500;610197;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);16475;1199;Bornbach;Rhein;Rhein;49.5004554;6.53673017
Kall;NW;2538931;5601660;GAUSS_KRUEGER_3GS;11500;1522265;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);4325;241;Urft;Maas;Maas;50.5493622;6.54866769
Trierweiler GKA;RP;2538980;5513294;GAUSS_KRUEGER_3GS;3700;432000;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);5220;1120;Stegbach;Rhein;Rhein;49.75495972;6.54032666
Dahlem;NW;2539106;5582509;GAUSS_KRUEGER_3GS;4700;1166604;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2972;302;Glaadtbach;Rhein;Rhein;50.37719476;6.54913782
Bitburg (Ost);RP;2539110;5537619;GAUSS_KRUEGER_3GS;25000;1367000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);9570;1230;Albach;Rhein;Rhein;49.9736407;6.54458513
Kaarst- Nordkanal;NW;2539340;5677000;GAUSS_KRUEGER_3GS;80000;5664322;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);36555;2405;Nordkanal;Rhein;Rhein;51.22654522;6.56254389
Elsdorf Niederembt;NW;2539449;5648358;GAUSS_KRUEGER_3GS;4000;217858;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);4252;51;Finkelbach;Rhein;Rhein;50.96909211;6.56097727
Glehn;NW;2539910;5671210;GAUSS_KRUEGER_3GS;34000;1839099;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);21931;973;Jüchener Bach;Rhein;Rhein;51.17446382;6.57006004
Marmagen;NW;2540264;5594342;GAUSS_KRUEGER_3GS;4500;475003;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);993;790;Gillesbach;Maas;Maas;50.48348847;6.56668583
Urft-Nettersheim;NW;2540474;5597636;GAUSS_KRUEGER_3GS;14650;1317206;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);7303;130;Urft;Maas;Maas;50.5130848;6.57000106
Bedburg Kaster;NW;2540615;5652885;GAUSS_KRUEGER_3GS;50500;4004477;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);36177;1409;Erft;Rhein;Rhein;51.00970217;6.57808157
Saarmündung GKA (Konz);RP;2540923;5507105;GAUSS_KRUEGER_3GS;50400;2449000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);20800;2200;Saar;Rhein;Rhein;49.69918865;6.56664112
Elsdorf;NW;2541104;5646586;GAUSS_KRUEGER_3GS;20400;928983;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);10546;267;Elsdorfer Fließ;Rhein;Rhein;50.9530488;6.58433683
Hamminkeln;NW;2541129;5736214;GAUSS_KRUEGER_3GS;39000;2207114;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);11838;517;Issel;Rhein;Rhein;51.75861916;6.59504982
Rheinberg;NW;2541153;5715137;GAUSS_KRUEGER_3GS;83000;3083869;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);27512;1108;Moersbach;Rhein;Rhein;51.5691881;6.59291652
Saarburg GKA (Ayl);RP;2541496;5498932;GAUSS_KRUEGER_3GS;36474;2547000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);18300;2550;Saar;Rhein;Rhein;49.6256696;6.57371825
Nideggen-Embken;NW;2541637;5616659;GAUSS_KRUEGER_3GS;6500;754447;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);5289;606;Neffelbach;Rhein;Rhein;50.6840037;6.58852699
Kyllburg GKA (Malberg);RP;2541863;5545445;GAUSS_KRUEGER_3GS;7250;345000;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);1520;1140;Kyll;Rhein;Rhein;50.0438101;6.58381277
Wesel;NW;2541933;5724805;GAUSS_KRUEGER_3GS;98000;6152017;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);35858;2201;Rhein;Rhein;Rhein;51.65602217;6.60532169
Grevenbroich;NW;2541971;5663935;GAUSS_KRUEGER_3GS;97000;3445180;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);32907;2544;Wevelinghovener Entwässerungsgrabe;Rhein;Rhein;51.10892669;6.59868227
Mechernich-Glehn;NW;2542591;5607923;GAUSS_KRUEGER_3GS;2500;281963;weitergehende Beh.;0;1;0;0;0;0;0;0;(null);1661;244;Rotbach;Rhein;Rhein;50.60540634;6.6010216
Wiltingen GKA;RP;2542597;5503474;GAUSS_KRUEGER_3GS;4900;246000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2700;250;Saar;Rhein;Rhein;49.66642818;6.58944924
KA SAARHÖLZBACH;SL;2542977;5485550;GAUSS_KRUEGER_3GS;8500;1983946;weitergehende Beh.;0;0;0;0;0;0;0;0;nur Nitrifikation;8233;2844;Saar;Rhein;Rhein;49.50525284;6.59275558
Vettweiss;NW;2542991;5623684;GAUSS_KRUEGER_3GS;2620;228663;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3653;342;Mersheimer Graben;Rhein;Rhein;50.74705245;6.60850252
Wevelinghoven;NW;2544300;5665550;GAUSS_KRUEGER_3GS;27000;1744477;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);30772;1654;Erft;Rhein;Rhein;51.12326761;6.63213432
Obere Kyll GKA (Lissendorf);RP;2544420;5575213;GAUSS_KRUEGER_3GS;27000;1294000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);10700;920;Kyll;Rhein;Rhein;50.31123084;6.62297988
Birresborn GKA;RP;2544500;5559458;GAUSS_KRUEGER_3GS;5300;571000;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);2420;980;Kyll;Rhein;Rhein;50.16959342;6.62225543
Krefeld;NW;2544556;5694208;GAUSS_KRUEGER_3GS;1200000;30260000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);71104;4225;Rhein;Rhein;Rhein;51.38082678;6.63935614
Speicher;RP;2544635;5532634;GAUSS_KRUEGER_3GS;6500;376000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2030;350;Weilerbach;Rhein;Rhein;49.92843794;6.62102396
Mittlere Kyll GKA (Auw);RP;2544880;5529920;GAUSS_KRUEGER_3GS;3870;324000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1190;320;Kyll;Rhein;Rhein;49.90402047;6.62412076
Noervenich;NW;2545152;5631184;GAUSS_KRUEGER_3GS;15500;902960;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);3240;671;Neffelbach;Rhein;Rhein;50.81430413;6.64003977
KA MERZIG;SL;2545291;5480069;GAUSS_KRUEGER_3GS;56500;7605005;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);49623;10457;Saar;Rhein;Rhein;49.45580622;6.62407543
Gerolstein GKA (Lissingen);RP;2545310;5564140;GAUSS_KRUEGER_3GS;22500;1421000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);6890;1750;Kyll;Rhein;Rhein;50.21162177;6.63414994
Bergheim Kenten;NW;2546037;5645158;GAUSS_KRUEGER_3GS;120000;7685546;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);75322;4255;Erft;Rhein;Rhein;50.93984072;6.65435476
KA MECHERN;SL;2546075;5476045;GAUSS_KRUEGER_3GS;2000;259488;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);2327;1089;Mecherner Dorfbach;Rhein;Rhein;49.41956826;6.63442116
Moers-Gerdt;NW;2546257;5704375;GAUSS_KRUEGER_3GS;250000;9105386;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);47084;3144;Rhein;Rhein;Rhein;51.47206864;6.66511351
Kordel;RP;2546317;5522190;GAUSS_KRUEGER_3GS;8500;409000;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);1760;1110;Kyll;Rhein;Rhein;49.83441718;6.64319898
Voerde;NW;2546341;5717853;GAUSS_KRUEGER_3GS;25000;1098141;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);14451;880;Mommbach;Rhein;Rhein;51.59319556;6.6680952
Dudeldorf GKA;RP;2546405;5536882;GAUSS_KRUEGER_3GS;3660;171000;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);1090;340;Langebach (Wolfskaulbach);Rhein;Rhein;49.96649284;6.64618458
