Name KA;Bundesland;Rechtswert;Hochwert;Koordinatensystem;Ausbaugröße;Jahresabwassermenge [m^3/a];Abwassereinigung;pl_n_tech;pl_p_tech;pl_uv;pl_chlorination;pl_ozonation;pl_sand_filtration;pl_micro_filtration;pl_other;pl_other_comment;N-Ablauffracht [kg/a];P-Ablauffracht [kg/a];Einleitgewässer;Flusseinzugsgebiet;Flussgebietseinheit;lat;long
Röbel;MV;4538470;5917265;GAUSS_KRUEGER_3GS;11500;323005;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1001;387.6;Grundwasser;Elbe;Elbe;53.3857554;12.57663047
NEUMARKT-ST.VEIT;BY;4538752;5358799;GAUSS_KRUEGER_3GS;15000;748190;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;16909;1197;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.36587086;12.52154933
SCHOENSEE;BY;4538980;5485860;GAUSS_KRUEGER_3GS;5000;547432;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;8211;1204;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.50835215;12.53674405
STAMSRIED;BY;4539100;5458700;GAUSS_KRUEGER_3GS;3500;227991;weitergehende Beh.;1;0;0;0;0;0;0;0;Nein;684;684;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.26414931;12.53573709
Weidensdorf;SN;4539200;5634660;GAUSS_KRUEGER_3GS;100000;5365500;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);59000;2600;Zwickauer Mulde;Elbe;Elbe;50.84601107;12.55508267
Teterow;MV;4539430;5960210;GAUSS_KRUEGER_3GS;50000;674610;weitergehende Beh.;1;1;0;0;0;1;0;0;(null);2354;182.1;Pampower Graben;Warnow/Peene;Warnow/Peene;53.77151755;12.5964706
Bad Düben - Altenhof;SN;4539531;5717739;GAUSS_KRUEGER_3GS;19000;711750;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);4585.01;764.16;Alte Mulde Roitzschjora;Elbe;Elbe;51.59271124;12.56892347
KIRCHROTH;BY;4540088;5423282;GAUSS_KRUEGER_3GS;4800;361144;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;1517;1120;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.94562723;12.54580547
ALTENMARKT/ALZ;BY;4540211;5318812;GAUSS_KRUEGER_3GS;13000;669377;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;9237;669;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.00618234;12.53746387
Marlow-Kneese;MV;4540390;6000165;GAUSS_KRUEGER_3GS;27000;101573;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);406;50.8;Graben 31/13;Warnow/Peene;Warnow/Peene;54.13039426;12.61630571
MUEHLDORF;BY;4540530;5344530;GAUSS_KRUEGER_3GS;30000;1921452;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;9415;1153;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.23744304;12.54417806
Wittenberg;ST;4540600;5747670;GAUSS_KRUEGER_3GS;180000;4106450;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);38642;1848;Elbe;Elbe;Elbe;51.86163261;12.58783589
Waren;MV;4540680;5933210;GAUSS_KRUEGER_3GS;67000;1738869;weitergehende Beh.;1;1;0;0;0;1;0;0;(null);6173;6625.1;Grabowhöfer Grenzgraben;Elbe;Elbe;53.52884572;12.61190131
TRAUNREUT OT STEIN/TRAUN;BY;4541050;5315830;GAUSS_KRUEGER_3GS;7500;235051;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;2539;1551;(null);Donau (normales Gebiet);Donau (normales Gebiet);47.97931158;12.54842313
POLLING;BY;4541478;5342587;GAUSS_KRUEGER_3GS;3000;146711;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;1174;396;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.21990901;12.55674992
GANGKOFEN;BY;4542434;5366238;GAUSS_KRUEGER_3GS;7900;451000;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;3112;1579;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.43253016;12.57198857
KA Wildenfels;SN;4542549;5614366;GAUSS_KRUEGER_3GS;1500;76650;weitergehende Beh.;0;0;0;0;0;0;0;1;nur Nitrifizierung;3766.07;588.67;Wildenfelser Bach;Elbe;(null);50.66335781;12.60028847
TROSTBERG;BY;4542560;5322720;GAUSS_KRUEGER_3GS;25000;1182049;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;10520;591;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.04117571;12.56933063
SALCHING;BY;4542601;5408448;GAUSS_KRUEGER_3GS;3000;209785;weitergehende Beh.;0;1;0;0;0;0;0;0;Nein;3881;587;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.81207671;12.57856852
TACHERTING;BY;4542823;5327842;GAUSS_KRUEGER_3GS;9000;286138;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;4006;172;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.08722031;12.57336933
ENGELSBERG;BY;4542839;5330395;GAUSS_KRUEGER_3GS;10000;439780;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;1363;572;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.11017822;12.57383972
Eilenburg;SN;4543132;5704706;GAUSS_KRUEGER_3GS;49000;2419950;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);4394.76;1464.92;Vereinigte Mulde;Elbe;Elbe;51.47531303;12.61928996
KBA Wildenfels - Hartensteiner Str. 3 a -e;SN;4543243;5615022;GAUSS_KRUEGER_3GS;300;10950;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);538.01;84.09;Härtensdorfer Bach;Elbe;Elbe;50.66920347;12.61017993
KA Wolfsgrün;SN;4543386;5598660;GAUSS_KRUEGER_3GS;16600;793875;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);4494.18;3079.24;Zwickauer Mulde;Elbe;Elbe;50.52211507;12.6102952
Gotha;SN;4543398;5698574;GAUSS_KRUEGER_3GS;10000;514485.75;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);257.19;771.57;Lindelbach;Elbe;Elbe;51.42018033;12.62236765
SCHORNDORF;BY;4543550;5447150;GAUSS_KRUEGER_3GS;2750;124776;weitergehende Beh.;1;0;0;0;0;0;0;0;Nein;1872;699;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.16000117;12.59562402
SCHOENTHAL;BY;4543901;5467893;GAUSS_KRUEGER_3GS;4000;220826;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;3688;795;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.34647911;12.60270343
Bad Lausick;SN;4543912;5668019;GAUSS_KRUEGER_3GS;9500;420863.25;weitergehende Beh.;0;0;0;0;0;0;0;1;nur Nitrifizierung;1598.03;741.94;Eula;Elbe;Elbe;51.14551568;12.62600764
BERGEN;BY;4543973;5297875;GAUSS_KRUEGER_3GS;10000;425772;weitergehende Beh.;0;1;0;0;0;0;0;0;Nein;10091;298;(null);Donau (normales Gebiet);Donau (normales Gebiet);47.81764357;12.58574969
TRAUNREUT;BY;4543991;5312910;GAUSS_KRUEGER_3GS;30000;1610971;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;25614;2578;(null);Donau (normales Gebiet);Donau (normales Gebiet);47.95285674;12.58751763
Waldenburg Eichlaide;SN;4544000;5638800;GAUSS_KRUEGER_3GS;5000;84972;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);63.69;368.01;Zwickauer Mulde;Elbe;Elbe;50.88287907;12.62372856
TIEFENBACH-TREFFELSTEIN;BY;4544515;5473553;GAUSS_KRUEGER_3GS;4000;459918;weitergehende Beh.;1;0;0;0;0;0;0;0;Nein;3495;736;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.39732321;12.61178456
TOEGING/INN;BY;4544780;5345700;GAUSS_KRUEGER_3GS;14500;436581;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;6199;306;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.24767948;12.60151223
Barth;MV;4545055;6027490;GAUSS_KRUEGER_3GS;24000;487684;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1804;341.4;Barther Strom;Warnow/Peene;Warnow/Peene;54.37547523;12.69176342
MAMMING;BY;4545265;5391206;GAUSS_KRUEGER_3GS;6660;388984;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;6574;583;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.65685092;12.61294856
KA Niederopritz;SN;4545400;5612860;GAUSS_KRUEGER_3GS;9000;251850;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);1779.11;1945.54;Zwickauer Mulde;Elbe;Elbe;50.64960565;12.64042433
Gnoien;MV;4545660;5981620;GAUSS_KRUEGER_3GS;4900;110580;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);457;450.1;Warbel;Warnow/Peene;Warnow/Peene;53.96335371;12.694132
STEINACH;BY;4545763;5423203;GAUSS_KRUEGER_3GS;3250;245057;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;1568;858;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.94452415;12.62326501
GARCHING/ALZ;BY;4545901;5333434;GAUSS_KRUEGER_3GS;18000;538285;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;7105;592;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.13729479;12.61528294
STRAUBING;BY;4545913;5418357;GAUSS_KRUEGER_3GS;200000;7891788;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;110485;3946;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.9009399;12.62476855
Zingst;MV;4545920;6033740;GAUSS_KRUEGER_3GS;21000;427486;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1325;342;Zingster Strom;Warnow/Peene;Warnow/Peene;54.431542;12.70603817
KA Sosa;SN;4546243;5596949;GAUSS_KRUEGER_3GS;2000;76650;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);3766.07;588.67;Sosabach;Elbe;(null);50.50651643;12.65036785
MASSING;BY;4546250;5361880;GAUSS_KRUEGER_3GS;6000;685000;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;3220;548;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.39307349;12.62307437
TRAITSCHING;BY;4546270;5448500;GAUSS_KRUEGER_3GS;4500;244575;weitergehende Beh.;1;0;0;0;0;0;0;0;Nein;1003;709;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.17194086;12.63306887
AZV REISBACH;BY;4546354;5382588;GAUSS_KRUEGER_3GS;25000;1655329;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;18705;1159;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.57927738;12.62676911
PARKSTETTEN;BY;4546500;5419500;GAUSS_KRUEGER_3GS;5500;375876;weitergehende Beh.;1;0;0;0;0;0;0;0;Nein;1353;1240;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.91117361;12.63290424
CHAM;BY;4547100;5454300;GAUSS_KRUEGER_3GS;38200;3378503;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;37164;3716;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.22402649;12.64512858
Geithain;SN;4547433;5657740;GAUSS_KRUEGER_3GS;14000;329704.5;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);748.69;100.78;Eula;Elbe;Elbe;51.05284661;12.67497194
KA Bockau;SN;4547830;5601422;GAUSS_KRUEGER_3GS;2400;85410;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);4196.47;655.94;Dorfbach Bockau;Elbe;(null);50.54659684;12.67331001
TRAUNSTEIN;BY;4547886;5305563;GAUSS_KRUEGER_3GS;92000;4213440;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;37921;5056;(null);Donau (normales Gebiet);Donau (normales Gebiet);47.88650537;12.63884694
OBERSCHNEIDING;BY;4547940;5407160;GAUSS_KRUEGER_3GS;2400;194960;weitergehende Beh.;1;0;0;0;0;0;0;0;Nein;526;799;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.80010755;12.65110568
ZV WILLMERING-WAFFENBRUNN;BY;4548050;5456750;GAUSS_KRUEGER_3GS;4000;415662;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;4572;665;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.24598102;12.65846221
Rechlin;MV;4548290;5910075;GAUSS_KRUEGER_3GS;5000;113537;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);443;374.7;Sumpfsee. Müritz-Havel-Wasserstraße;Elbe;Elbe;53.32035268;12.72311101
RUHPOLDING;BY;4548380;5293000;GAUSS_KRUEGER_3GS;19600;1329286;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;13559;798;(null);Donau (normales Gebiet);Donau (normales Gebiet);47.77348543;12.64405193
ZKA Schlematal;SN;4548520;5609350;GAUSS_KRUEGER_3GS;73500;2498187.75;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);52769;8995;Zwickauer Mulde;Elbe;Elbe;50.61780388;12.68407699
Tribsees;MV;4548710;5996180;GAUSS_KRUEGER_3GS;4800;93774;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);248;7.5;Trebel;Warnow/Peene;Warnow/Peene;54.09387586;12.74292844
MITTERFELS;BY;4549712;5425850;GAUSS_KRUEGER_3GS;4750;287756;weitergehende Beh.;1;0;0;0;0;0;0;0;Nein;1468;863;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.96802049;12.67749268
Bennewitz;SN;4549760;5692349;GAUSS_KRUEGER_3GS;6000;233782.5;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);445.76;1011.17;Ottendorfer Saubach;Elbe;Elbe;51.36371077;12.71294791
Wurzen;SN;4549999;5694085;GAUSS_KRUEGER_3GS;24000;930750;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1713.11;197.24;Wurzener Mühlgraben;Elbe;Elbe;51.3792923;12.71662298
WALDMUENCHEN;BY;4550250;5471800;GAUSS_KRUEGER_3GS;13000;1148025;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;12513;1148;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.38111729;12.6905652
Penig;SN;4550650;5643890;GAUSS_KRUEGER_3GS;9000;328500;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);1675.61;2010.74;Zwickauer Mulde;Elbe;Elbe;50.9280861;12.71892049
"KA ""Am Bahnhof""  Johanngeorgenstadt";SN;4551809;5589680;GAUSS_KRUEGER_3GS;7500;312075;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);1093.54;402.01;Schwarzwasser;Elbe;Elbe;50.44071043;12.72781755
LANDAU/ISAR;BY;4552074;5393584;GAUSS_KRUEGER_3GS;40000;1614406;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;18404;1614;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.67770447;12.70566187
ALTOETTING-NEUOETTING;BY;4552351;5346649;GAUSS_KRUEGER_3GS;55000;2686361;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;31162;2955;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.25563487;12.70356387
BOGEN;BY;4552358;5417755;GAUSS_KRUEGER_3GS;15000;846025;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;7868;1184;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.89501727;12.71259109
Grimma;SN;4552566;5679666;GAUSS_KRUEGER_3GS;25000;925275;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);7525.79;1204.12;Vereinigte Mulde;Elbe;Elbe;51.24946841;12.75136746
Niederfrohna;SN;4552752;5638276;GAUSS_KRUEGER_3GS;40000;1980307.5;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);7154.95;1086.35;Frohnbach;Elbe;Elbe;50.87743811;12.74800565
Trebsen;SN;4553395;5684530;GAUSS_KRUEGER_3GS;6000;256613.25;weitergehende Beh.;0;0;0;0;0;0;0;1;nur Nitrifizierung;1980.92;691.02;Mutzschener Wasser;Elbe;Elbe;51.29310743;12.76396496
KA Mühlau;SN;4553450;5642360;GAUSS_KRUEGER_3GS;2900;109500;weitergehende Beh.;0;0;0;0;0;0;0;1;nur Nitrifizierung;5380.1;840.96;Mühlaubach;Elbe;(null);50.91408203;12.75851868
REISCHACH;BY;4553470;5350143;GAUSS_KRUEGER_3GS;3000;207681;weitergehende Beh.;0;1;0;0;0;0;0;0;Nein;5649;249;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.28696118;12.71907297
RUNDING;BY;4553500;5454950;GAUSS_KRUEGER_3GS;3000;145195;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;581;363;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.22934635;12.73306831
Lunzenau;SN;4553600;5648950;GAUSS_KRUEGER_3GS;6500;164250;weitergehende Beh.;0;1;0;0;0;0;0;0;(null);1554.89;62.42;Zwickauer Mulde;Elbe;Elbe;50.97330018;12.76161941
Wüstenbrand Gewerbegebiet;SN;4553601;5629488;GAUSS_KRUEGER_3GS;2100;109500;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);834.46;319.87;Höllenbach;Elbe;Elbe;50.79837091;12.75878355
HUNDERDORF;BY;4553946;5422449;GAUSS_KRUEGER_3GS;5500;288651;weitergehende Beh.;1;0;0;0;0;0;0;0;Nein;1126;1155;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.93708693;12.73486528
Burgstädt-Heiersdorf;SN;4554414;5645565;GAUSS_KRUEGER_3GS;37000;1697250;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);29676.74;2525.68;Zwickauer Mulde;Elbe;Elbe;50.94279922;12.7727022
ZKA Schwarzenberg;SN;4554485;5602431;GAUSS_KRUEGER_3GS;37700;1884987.75;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);34008;3874;Schwarzwasser;Elbe;Elbe;50.5550852;12.76734078
MITTERSKIRCHEN;BY;4554560;5357430;GAUSS_KRUEGER_3GS;2500;79000;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;229;190;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.35239546;12.73470047
RATTENBERG;BY;4554855;5440902;GAUSS_KRUEGER_3GS;4900;401998;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;1970;884;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.10292149;12.74976033
SIMBACH;BY;4555010;5381620;GAUSS_KRUEGER_3GS;6000;360457;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;1838;433;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.56987453;12.74394399
Merschwitz;ST;4555200;5734150;GAUSS_KRUEGER_3GS;15000;365039;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);2143;197;Elbe;Elbe;Elbe;51.73888139;12.79759723
INZELL;BY;4555385;5291861;GAUSS_KRUEGER_3GS;13000;664249;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;3321;598;(null);Donau (normales Gebiet);Donau (normales Gebiet);47.76267966;12.73736023
Mirow;MV;4555400;5903850;GAUSS_KRUEGER_3GS;13500;243579;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);512;155.9;Müritz-Havel-Kanal;Elbe;Elbe;53.26373101;12.8287106
WEIDING;BY;4555460;5458150;GAUSS_KRUEGER_3GS;2500;203989;weitergehende Beh.;1;0;0;0;0;0;0;0;Nein;1795;714;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.25794314;12.76041783
Elster;ST;4555600;5744110;GAUSS_KRUEGER_3GS;4000;89554;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);1439;973;Elbe;Elbe;Elbe;51.82834979;12.80498247
BURGKIRCHEN/ALZ;BY;4555710;5338080;GAUSS_KRUEGER_3GS;15600;892606;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;12675;1160;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.1782929;12.74767208
MILTACH;BY;4555724;5447544;GAUSS_KRUEGER_3GS;2500;214304;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;857;214;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.16256178;12.7625757
Colditz An der Eule;SN;4555736;5668125;GAUSS_KRUEGER_3GS;5500;262800;weitergehende Beh.;0;0;0;0;0;0;0;1;nur Nitrifizierung;709.09;574.02;Zwickauer Mulde;Elbe;Elbe;51.14544103;12.79497606
WALLERSDORF;BY;4555780;5400340;GAUSS_KRUEGER_3GS;7000;691142;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;2488;1659;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.73813288;12.75689282
Rochlitz;SN;4555800;5658480;GAUSS_KRUEGER_3GS;8000;405150;weitergehende Beh.;0;0;0;0;0;0;0;1;nur Nitrifizierung;8291.95;2526.25;Frelsbach;Elbe;Elbe;51.05874713;12.79440182
Klöden;ST;4555920;5737250;GAUSS_KRUEGER_3GS;2500;44895;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);269;328;Elbe;Elbe;Elbe;51.76666922;12.80851716
Niederdorf;SN;4556160;5623240;GAUSS_KRUEGER_3GS;34000;1533000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);39608.73;3589.91;Gablenzbach;Elbe;Elbe;50.74196971;12.79412469
STRASSKIRCHEN;BY;4556453;5411328;GAUSS_KRUEGER_3GS;11900;633353;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;2913;1013;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.83687115;12.76754809
Dargun;MV;4556950;5974020;GAUSS_KRUEGER_3GS;83000;879970;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);6160;1056;L 160;Warnow/Peene;Warnow/Peene;53.89396214;12.86471562
TITTMONING;BY;4557050;5325685;GAUSS_KRUEGER_3GS;8200;327665;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;1868;754;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.0667116;12.7640339
EGGENFELDEN;BY;4557700;5363200;GAUSS_KRUEGER_3GS;25000;1853000;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;9265;556;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.40400161;12.77785314
EMMERTING-MEHRING;BY;4558135;5341542;GAUSS_KRUEGER_3GS;7000;259071;weitergehende Beh.;0;1;0;0;0;0;0;0;Nein;725;389;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.20920788;12.78074998
BLAIBACH;BY;4558243;5447952;GAUSS_KRUEGER_3GS;3000;177499;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;1775;213;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.16599674;12.79716967
Franzburg;MV;4558640;6007190;GAUSS_KRUEGER_3GS;4700;128299;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);1876;976.4;Graben 24/3/10 (Schleusengraben);Warnow/Peene;Warnow/Peene;54.19174495;12.89681648
ARNSCHWANG;BY;4558645;5459504;GAUSS_KRUEGER_3GS;3500;143411;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;6611;688;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.26982026;12.80436567
NIEDERWINKLING;BY;4559020;5416330;GAUSS_KRUEGER_3GS;5166;212653;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;1829;1318;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.88160761;12.80323223
Burgstädt/ Mohsdorf;SN;4559100;5645070;GAUSS_KRUEGER_3GS;2000;109500;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);3276.18;24.66;Chemnitz;Elbe;Elbe;50.93788976;12.8392869
SCHWARZACH;BY;4560390;5419190;GAUSS_KRUEGER_3GS;9000;307126;weitergehende Beh.;1;0;0;0;0;0;0;0;Nein;2887;799;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.90719087;12.82233099
STEPHANSPOSCHING;BY;4560400;5409700;GAUSS_KRUEGER_3GS;4000;185419;weitergehende Beh.;1;0;0;0;0;0;0;0;Nein;668;630;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.82186283;12.82106958
ARNSTORF;BY;4560643;5381425;GAUSS_KRUEGER_3GS;20000;478000;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;3203;335;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.56760251;12.82023609
SANKT ENGLMAR;BY;4560750;5428910;GAUSS_KRUEGER_3GS;5000;348933;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;5408;1151;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.99454923;12.82868799
Stavenhagen;MV;4560770;5952950;GAUSS_KRUEGER_3GS;200000;1456048;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);11357;436.8;Z 150 Zuckergraben;Warnow/Peene;Warnow/Peene;53.70424833;12.91866402
FURTH/WALD;BY;4560797;5463155;GAUSS_KRUEGER_3GS;60000;1651860;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;23126;991;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.30243535;12.8344869
KOETZTING;BY;4561000;5448100;GAUSS_KRUEGER_3GS;20000;1132124;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;6793;453;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.16706015;12.83499234
Möllenhagen;MV;4561290;5932080;GAUSS_KRUEGER_3GS;3000;68021;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);2592;503.4;Krummenfurthbach;Warnow/Peene;Warnow/Peene;53.51669773;12.9224383
ZKA Elterlein;SN;4561400;5604140;GAUSS_KRUEGER_3GS;2700;120450;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);5918.11;925.05;Schwarzbach;Elbe;Elbe;50.56976217;12.86518875
Dommitzsch;SN;4561593;5724377;GAUSS_KRUEGER_3GS;3000;164250;weitergehende Beh.;1;0;0;0;0;0;0;0;(null);630.15;420.1;Proschwitzer Graben;Elbe;Elbe;51.65038854;12.88841509
KA Gewerbegebiet Jahnsdorf;SN;4561600;5626600;GAUSS_KRUEGER_3GS;3800;208050;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);10222.19;1597.82;Würschnitz;Elbe;Elbe;50.77161927;12.87174604
HEBERTSFELDEN;BY;4561634;5363990;GAUSS_KRUEGER_3GS;4150;199500;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;1736;299;(null);Donau (normales Gebiet);Donau (normales Gebiet);48.41073361;12.83109613
Thalheim ZKA;SN;4561955;5619970;GAUSS_KRUEGER_3GS;22000;1095000;weitergehende Beh.;1;1;0;0;0;0;0;0;(null);40670;3469;Zwönitz;Elbe;Elbe;50.71198968;12.87566475
Borrentin-Bornitz;MV;4562010;5967780;GAUSS_KRUEGER_3GS;3000;52020;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);479;478.6;Ellerbach;Warnow/Peene;Warnow/Peene;53.83732705;12.94041328
PRACKENBACH;BY;4562025;5441425;GAUSS_KRUEGER_3GS;1900;153387;Zweitbehandlung;0;0;0;0;0;0;0;0;Nein;4111;782;(null);Donau (normales Gebiet);Donau (normales Gebiet);49.10694406;12.8480212
Prettin (neu);ST;4562130;5725890;GAUSS_KRUEGER_3GS;2400;68521;Zweitbehandlung;0;0;0;0;0;0;0;0;(null);748;357;Elbe;Elbe;Elbe;51.66392644;12.89644179
WAGING/SEE;BY;4562200;5310300;GAUSS_KRUEGER_3GS;32500;1566870;weitergehende Beh.;1;1;0;0;0;0;0;0;Nein;8304;1567;(null);Donau (normales Gebiet);Donau (normales Gebiet);47.92788009;12.83090256
